Vehicle,A,A_Ang_X,A_Ang_Z,S1,S1_Ang_Y,S1_Ang_Z,S2,S2_Ang_Y,S2_Ang_Z,B,B_Ang_X,B_Ang_Y,R,R_Ang_X,R_Ang_Z,BU,Mp01,Mp02,Mp03,Mp04,Mp05,Mp06,Mp07,Mp08,Mp09,Mp10,Mp11,Mp12,BIW_mass_swr,mass
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,476,26.5,11.9,562,7.4,4.3,645,5.9,2.2,342,25.3,10,600,3,5.7,163,6.1537186,6.1211769,10.2266657,4.960116,6.4511606,5.3941154,9.0547438,6.8399934,2.1471412,7.2188901,12.7393999,19.2802533,5379,1438.235294
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,547,30.2,10,728,2.9,3,503,11.8,2.4,288,24,11.7,613,3.3,6.9,150,2.2536208,1.7046389,1.9628413,1.9721137,2.1744348,2.6111624,2.6420892,1.5218231,2.345596,4.3513025,3.5915181,5.9555072,2501,1471.176471
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,518,30.4,10.9,549,7,3.6,943,9,3,339,22.7,11.8,554,1.6,7,155,7.3512637,5.5098615,5.5195037,5.6030179,4.027833,6.8954035,5.7839593,6.9569603,1.8235358,5.241457,6.7325619,13.0320398,2582,1358.947368
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,631,39.3,12.8,464,2.3,1.5,670,2,0.4,360,16.7,9,587,0.8,12.8,139,2.9034148,2.5426098,2.3987071,4.1334683,2.7961248,9.0275507,10.5085075,4.4442407,2.6273698,4.8536923,5.9100446,12.2151654,3746,1152.615385
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,609,40,12,463,2.3,1.6,606,1.8,0.2,328,16.7,10.7,545,1.2,10.5,163,5.3506754,4.9550168,6.8335089,5.5790542,4.1364951,7.6800869,9.5867584,7.8755285,3.9258958,5.6176157,#VALUE!,10.5009185,5409,1153.304904
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,477,31.7,11.8,529,9.2,4.6,588,3.5,0.9,360,21.3,6.9,582,2.6,5.4,151,4.7789651,3.273384,4.5602823,3.5282266,2.4590321,2.965125,4.3818883,4.1175586,4.576619,4.087893,5.2591276,7.1757535,3079,1344.541485
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,466,31.9,11,523,8.2,3.9,870,4.1,0.1,320,20.7,9,573,0.5,9.6,167,6.36941,4.1818845,4.9027695,4.9616617,3.2934771,3.5355953,4.9876603,4.9091601,1.8555916,3.933665,5.6526897,8.2482185,4234,1392.763158
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,490,34.5,12.4,530,8.7,3.6,622,0.9,0.2,389,21.6,9.1,599,1.8,5.3,152,5.2040855,3.0463071,4.1375556,3.6344762,2.6131112,3.5277996,3.7912482,4.1150946,2.9238547,3.6575596,7.4433606,11.9032435,2837,1593.820225
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,448,31.4,11.7,543,9.5,4.3,609,1.5,0.1,375,21.5,8.2,581,2.7,3.4,158,5.4750919,4.7230196,4.6457453,4.1782342,4.5010128,6.5258672,4.9197706,5.9000897,6.5419592,6.2395373,7.5893793,13.149612,5951,1518.112245
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,465,31.1,11.7,526,9.2,4.2,617,0.5,0.1,376,21.5,8.1,582,2.6,3.4,160,5.0679626,4.6674965,4.7794706,4.5206262,3.6724773,4.0439833,5.6838334,8.1330671,3.8377729,6.3467755,10.4037657,12.7146532,5895,1637.5
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,353,26.3,9.4,547,7.7,2.8,916,0.3,0.1,421,19.4,5.4,612,0.9,8.3,168,10.9186424,10.0767559,10.559383,12.8143035,12.7803901,19.2413756,13.1404118,3.7309854,4.1341342,6.7353761,9.2126976,13.1033702,6817,1798.680739
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,471,34.9,13.1,494,9.4,3.7,816,0.2,0.2,471,20.2,4.1,570,2.3,4.9,171,5.6798729,6.0376794,6.4999308,8.1629668,7.6203471,12.9934679,14.0655465,3.4629238,2.7043848,3.8161913,4.2935061,9.5814163,2912,1786.503067
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,407,47.3,14.2,716,10.7,3.5,645,1.4,0.6,367,19.4,9.9,576,1.7,8,145,9.8237473,11.6031996,13.3316813,24.2937924,4.896668,1.7291597,2.2143551,2.0706752,2.1208403,6.354642,8.7555272,12.5999545,4379,1347.384615
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,506,30.8,11,476,7.5,3.4,628,0.5,0.6,354,19.5,8.4,561,0.7,7.5,175,5.7713034,5.43101,5.5034943,6.2949272,5.5533583,7.1938651,8.2099201,6.7051799,3.7163919,4.8745954,9.0599121,12.3008228,6077,1566.237113
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,670,32,11.7,395,0.9,0.7,757,6.2,1.6,309,19.3,10,553,1.5,7.2,142,3.7144265,2.8938532,2.8740512,3.8477853,4.4649325,6.5276659,8.2137895,4.547935,2.4800768,4.1303448,4.4965892,8.2081278,3561,1262.765957
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
